PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
OR4101020,BLUE MOON MOBILE HOME PARK,Community water system,Ground water,Josephine,-,70,,,
OR4100125,BLUE RIVER WATER DISTRICT,Community water system,Ground water,Lane,-,300,,,
OR4100515,BLUE SPRUCE ESTATES,Community water system,Ground water,Jackson,-,55,,,
OR4101347,"BLUEBIRD VALLEY WATER ASSN.,",Community water system,Ground water,Yamhill,-,24,,,
OR4101452,BLUEGRASS PARK WATER CO INC,Community water system,Ground water,Josephine,-,135,,,
OR4100129,BLY WATER DISTRICT,Community water system,Ground water,Klamath,-,250,,,
OR4100130,"BOARDMAN, CITY OF",Community water system,Ground water,Morrow,-,"3,500",,,
OR4100177,BOES COMMUNITY WS,Community water system,Ground water,Tillamook,EC BRITTSON OWN,30,,,
OR4100918,BOISE CASCADE VALSETZ DIV.,Community water system,Surface water,Polk,-,493,,,
OR4101154,BOLDER CITY WATER SYSTEM,Community water system,Ground water,Jackson,-,60,,,
OR4101425,BONNIE LURE WATER DISTRICT,Community water system,Ground water,Clackamas,-,16,,,
OR4100135,BORING WATER DISTRICT NO 24,Community water system,Ground water,Clackamas,-,"1,625",,,
OR4105905,BRADLEY LAKE ESTATES HOA,Community water system,Unknown Primary Source,-,-,20,,,
OR4193461,BREITENBUSH HOT SPRINGS,Community water system,Surface water,Marion,-,160,,,
OR4100762,BREWSTER COMMUNITY HOMEOWNERS,Community water system,Ground water,Marion,-,50,,,
OR4101219,BRIDAL VEIL WATER SYSTEM,Community water system,Ground water,Multnomah,-,9,,,
OR4100552,BRIDGE WATER DISTRICT,Community water system,Ground water,Coos,-,150,,,
OR4100710,BRIGHTON BEACH ESTATES,Community water system,Surface water,Tillamook,-,50,,,
OR4100143,BRIGHTWOOD WATER WORKS,Community water system,Ground water,Clackamas,-,100,,,
OR4100148,BROOKINGS UTILITY CO.,Community water system,Surface water,Jackson,-,"3,000",,,
OR4100149,"BROOKINGS, CITY OF",Community water system,Ground water,Curry,-,"7,120",,,
OR4101098,BROWNLEE CONST CAMP-%MORRISON,Community water system,Surface water,Baker,ATT GREG HALLEY,250,,,
OR4100152,"BROWNSVILLE, CITY OF",Community water system,Groundwater under influence of surface water,Linn,-,"1,670",,,
OR4101174,BUELL-RED PRAIRIE WD,Community water system,Surface water,Polk,-,976,,,
OR4100644,BURLINGTON WATER DISTRICT,Community water system,Surface water purchased,Multnomah,-,340,,,
OR4101412,BURNS ACRES WATER SUPPLY ASSN.,Community water system,Ground water,Clackamas,-,17,,,
OR4101100,BURNS PAIUTE RESERVATION,Community water system,Ground water,Morrow,-,170,,,
OR4100153,BURNS WATER DEPARTMENT,Community water system,Ground water,Harney,-,"2,800",,,
OR4100054,BURNSIDE WATER ASSOCIATION,Community water system,Surface water purchased,Clatsop,-,315,,,
OR4101064,BURNT RIVER TERRACE % SUE TUNO,Community water system,Ground water,Baker,BURNT RIVER MHP,32,,,
OR4101069,BUTLER ROAD COMMUNITY WTR SYS,Community water system,Ground water,Multnomah,RALPH CLINTON,35,,,
OR4100154,"BUTTE FALLS, TOWN OF",Community water system,Ground water,Jackson,-,440,,,
OR4100027,CAMELOT MOBILE HOME PARK,Community water system,Ground water,Linn,-,150,,,
OR4101238,CAMP 12,Community water system,Surface water,Lincoln,-,62,,,
OR4105232,CAMP SUNDOWN,Community water system,Ground water,Deschutes,-,20,,,
OR4100163,CANBY REGENCY,Community water system,Ground water,Clackamas,-,300,,,
OR4100157,CANBY UTILITY,Community water system,Surface water,Clackamas,-,"16,866",,,
OR4100164,"CANNON BEACH, CITY OF",Community water system,Ground water,Clatsop,-,"1,705",,,
OR4100165,CANYON CITY WATER DEPARTMENT,Community water system,Ground water,Grant,-,676,,,
OR4100169,"CANYONVILLE, CITY OF",Community water system,Surface water,Douglas,-,"1,645",,,
OR4100882,CAPE MEARES WATER CO-OP,Community water system,Surface water,Tillamook,-,300,,,
OR4100645,CAPITOL HIGHWAY WATER DISTRICT,Community water system,Surface water purchased,Multnomah,-,"3,075",,,
OR4100171,"CARLTON, CITY OF",Community water system,Surface water,Yamhill,-,"2,125",,,
OR4100565,CARMEL BEACH WATER DISTRICT,Community water system,Ground water,Lincoln,-,61,,,
OR4100056,CARMEN WTR DIST,Community water system,Ground water,Crook,-,30,,,
OR4100733,CAROLINA WATER SYSTEM,Community water system,Ground water,Marion,-,300,,,
OR4100136,CARRIAGE ESTATES W.I.D. 2,Community water system,Ground water,Clackamas,-,35,,,
OR4100189,CARVER MOBILE RANCH,Community water system,Ground water,Clackamas,-,110,,,
OR4100188,CARVER WATER CO-OP ASSOC,Community water system,Ground water,Clackamas,-,85,,,
OR4100173,CASCADE COVE MOBILE HOME PARK,Community water system,Ground water,Hood River,-,40,,,
OR4100592,CASCADE EAST COMM WTR SYS,Community water system,Ground water,Columbia,EDWIN CAMPBELL,101,,,
OR4100172,"CASCADE LOCKS, CITY OF",Community water system,Ground water,Hood River,-,"1,125",,,
OR4101378,CASCADE PINES MHP,Community water system,Ground water,Crook,-,95,,,
OR4101456,CASCADE VIEW ESTATES,Community water system,Ground water,Benton,-,113,,,
OR4190659,CASCADE VILLAGE MOBILE ESTATES,Community water system,Ground water,Jackson,-,300,,,
OR4100175,CASCADIA COMM WTR SYSTEM,Community water system,Surface water,Linn,IRMA PINISTER,38,,,
OR4101266,CASCADIA COMMUNITY WATER SYST.,Community water system,Surface water,Linn,-,38,,,
OR4100477,CASCADIA MOBILE PARK,Community water system,Ground water,Linn,-,60,,,
OR4105090,CASCADIA TRAILER PARK,Community water system,Surface water,Linn,-,3,,,
OR4101007,CASEYS RIVERSIDE PARK,Community water system,Ground water,Lane,-,84,,,
OR4101510,CASSELMANS WHARF,Community water system,Ground water,Multnomah,-,74,,,
OR4100971,"CAVE JUNCTION, CITY OF",Community water system,Surface water,Josephine,-,"1,690",,,
OR4101260,CAVEMAN MOBILE HOME PARK,Community water system,Ground water,Josephine,-,45,,,
OR4100070,CEDAR BROOK WATER COMPANY,Community water system,Ground water,Clackamas,-,24,,,
OR4101338,CEDAR GREEN WATER COMPANY,Community water system,Ground water,Yamhill,DAVID BARISH,24,,,
OR4105966,CEDAR GROVE APTS,Community water system,Unknown Primary Source,-,-,24,,,
OR4100879,CEDAR PARK MANOR MOBILE HOMES,Community water system,Ground water,Washington,-,37,,,
OR4101043,CEDAR TREE MOBILE HOME PARK,Community water system,Ground water,Columbia,-,50,,,
OR4100280,CEDARHURST IMPROVEMENT CLUB,Community water system,Ground water,Clackamas,-,60,,,
OR4101133,CELILO VILLAGE-BIA PLANT MGR,Community water system,Ground water,Wasco,-,25,,,
OR4100178,"CENTRAL POINT, CITY OF",Community water system,Surface water purchased,Jackson,-,"17,025",,,
OR4101326,CENTURY FARM COURT,Community water system,Ground water,Marion,-,40,,,
OR4100066,CENTURY MEADOWS INC,Community water system,Ground water,Marion,-,480,,,
OR4101455,CHAMPION PARK SUBDIVISION,Community water system,Ground water,Josephine,-,60,,,
OR4100772,CHAPARRAL MOBILE RANCH,Community water system,Ground water,Marion,-,103,,,
OR4100676,CHAR-MEL MOBILE HOME PARK,Community water system,Ground water,Crook,-,54,,,
OR4100371,CHARLES TRACTS WATER COMPANY,Community water system,Ground water,Umatilla,-,249,,,
OR4101415,CHART SUBDIVISION,Community water system,Ground water,Umatilla,-,125,,,
OR4101200,CHATEAU MOBILE HOME PARK,Community water system,Ground water,Marion,-,136,,,
OR4100963,CHATEAU RANCHETTES,Community water system,Ground water,Marion,-,90,,,
OR4100562,CHEHALEM MTN SUN RIDGE WATER CO,Community water system,Ground water,Yamhill,-,70,,,
OR4100558,CHEHALEM VALLEY WATER ASSN,Community water system,Ground water purchased,Yamhill,-,75,,,
OR4100867,CHENOWITH PUD,Community water system,Ground water,Wasco,-,"4,500",,,
OR4101015,CHENOWITH PUD - COLUMBIA CREST,Community water system,Ground water,Wasco,-,50,,,
OR4101142,CHERRY BLOSSOM MOBILE HOME PK,Community water system,Surface water purchased,Multnomah,-,150,,,
OR4101335,CHERRY BLOSSOM TRAILER COURT,Community water system,Ground water,Sherman,-,35,,,
OR4101225,CHERRY HILLS MOBILE HOME PARK,Community water system,Ground water,Lincoln,LARRY TRACY,70,,,
OR4100184,CHILOQUIN MUNICIPAL WATER DEPT,Community water system,Ground water,Klamath,-,734,,,
OR4100186,CHRISTMAS VALLEY DOMESTIC WS,Community water system,Ground water,Lake,-,860,,,
OR4100112,CIMMARRON CITY WATER SYSTEM,Community water system,Ground water,Deschutes,-,450,,,
OR4100861,CIRCLE C IMPROVEMENT DISTRICT,Community water system,Ground water,Deschutes,-,150,,,
OR4101021,CIRCLE TREE MOBILE PARK/RANCH,Community water system,Ground water,Josephine,-,64,,,
OR4101267,CITY BIBLE CHURCH,Community water system,Ground water,Multnomah,-,300,,,
OR4101533,CITY OF MILLERSBURG,Community water system,Surface water purchased,Linn,-,"1,505",,,
OR4100689,CITY OF RAINIER,Community water system,Surface water,Columbia,-,"2,000",,,
OR4100593,CLACKAMAS COUNTY HSNG AUTH,Community water system,Ground water,Columbia,-,350,,,
OR4100187,CLACKAMAS RIVER WATER - CLACKAMAS,Community water system,Surface water,Clackamas,-,"37,638",,,
OR4100594,CLACKAMAS RIVER WATER - CLAIRMONT,Community water system,Surface water purchased,Clackamas,-,"15,371",,,
OR4100548,CLARKS BRANCH WATER ASSOC,Community water system,Surface water,Douglas,-,140,,,
OR4100194,"CLATSKANIE, CITY OF",Community water system,Surface water,Columbia,-,"2,392",,,
OR4100048,CLAYTON CREEK MH ESTATES,Community water system,Ground water,Jackson,-,130,,,
OR4101478,CLINE BUTTE WATER LLC,Community water system,Ground water,Deschutes,-,950,,,
OR4101126,CLINE FALLS MOBILE HOME PARK,Community water system,Ground water,Deschutes,-,85,,,
OR4100694,CLINE FALLS OASIS IMPRV DIST,Community water system,Ground water,Deschutes,-,80,,,
OR4101254,CLOVERCREST COMMUNITY WATER SYSTEM,Community water system,Ground water,Josephine,-,65,,,
OR4100886,CLOVERDALE WATER DISTRICT,Community water system,Ground water,Tillamook,-,310,,,
OR4100517,COBBLESTONE MHP,Community water system,Ground water,Jackson,-,90,,,
OR4100200,"COBURG, CITY OF",Community water system,Ground water,Lane,-,"1,047",,,
OR4100201,COBURG/PIONEER VALLEY ESTATES,Community water system,Ground water,Lane,-,125,,,
OR4193681,COE BONNEVILLE DAM,Community water system,Ground water,Multnomah,-,"2,000",,,
OR1600002,COEUR D'ALENE TRIBE,Community water system,Ground water,Deschutes,PLUMMER,67,,,
OR1600001,COEUR D'ALENE TRIBE,Community water system,Ground water,Deschutes,DESMET,139,,,
OR4100972,COLLEGE MOBILE HOME PARK,Community water system,Ground water,Josephine,-,20,,,
OR4101522,COLLIER LANE HOA,Community water system,Ground water,Klamath,-,60,,,
OR4190174,COLTON CARE CENTER,Community water system,Ground water,Clackamas,-,90,,,
OR4100202,COLTON WATER DISTRICT,Community water system,Surface water,Clackamas,-,"1,500",,,
OR4101148,COLUMBIA ACRES WATER ASSOC,Community water system,Ground water,Columbia,-,110,,,
OR4100203,COLUMBIA CITY MUN WATERWORKS,Community water system,Ground water,Columbia,-,"1,995",,,
OR4106118,COLUMBIA HILLS HOA,Community water system,Ground water,Columbia,-,60,,,
OR5300010,COLVILLE CONFEDERATED TRIBES,Community water system,Ground water,Marion,INCHELIUM,35,,,
OR5300005,COLVILLE CONFEDERATED TRIBES,Community water system,Ground water,Lake,INCHELIUM,400,,,
OR5300004,COLVILLE CONFEDERATED TRIBES,Community water system,Ground water,Marion,DISAUTEL,50,,,
OR5300006,COLVILLE CONFEDERATED TRIBES,Community water system,Ground water,Lake,KELLER,175,,,
OR5300008,COLVILLE CONFEDERATED TRIBES,Community water system,Ground water,Marion,OMAK,150,,,
OR5300009,COLVILLE CONFEDERATED TRIBES,Community water system,Surface water,Marion,OMAK,175,,,
OR5300007,COLVILLE INDIAN AGENCY,Community water system,Ground water,Marion,NESPELEM,500,,,
OR4101079,COMMANDING OFFICER NAVFAC CH,Community water system,Ground water purchased,Gilliam,-,85,,,
OR4100642,COMMUNITY WATER COMPANY,Community water system,Surface water purchased,Multnomah,-,"1,700",,,
OR4106024,CONDON HEIGHTS WS,Community water system,Ground water,Gilliam,-,33,,,
OR4100204,"CONDON, CITY OF",Community water system,Ground water,Gilliam,-,690,,,
OR4101124,CONFED TRIBES OF WARM SPRINGS,Community water system,Surface water,Wasco,WARM SPRINGS,175,,,
OR4101127,COOS BAY COMM.WS-%LARRY NELSON,Community water system,Surface water,Gilliam,-,38,,,
OR4100205,COOS BAY NORTH BEND WTR BRD,Community water system,Surface water,Coos,-,"34,500",,,
OR4101321,COQUILLE CARE CENTER WATER SYSTEM,Community water system,Surface water,Coos,-,15,,,
OR4100213,"COQUILLE, CITY OF",Community water system,Surface water,Coos,-,"3,866",,,
OR4100359,CORBETT WATER DISTRICT,Community water system,Surface water,Multnomah,-,"3,300",,,
OR4100218,"CORNELIUS, CITY OF",Community water system,Surface water purchased,Washington,-,"11,915",,,
OR4105024,CORONADO APARTMENTS,Community water system,Ground water,Tillamook,-,15,,,
OR4101376,CORVALLIS MOBILE HOME PARK,Community water system,Surface water purchased,Benton,-,90,,,
OR4100225,"CORVALLIS, CITY OF",Community water system,Surface water,Benton,-,"56,000",,,
OR4100236,"COTTAGE GROVE, CITY OF",Community water system,Groundwater under influence of surface water,Lane,-,"9,875",,,
OR4101485,COUNCIL BLUFFS MHP,Community water system,Surface water purchased,Washington,-,100,,,
OR4101501,COUNTRY CLUB ESTATES WD,Community water system,Ground water,Coos,-,45,,,
OR4100628,COUNTRY CLUB WATER DISTRICT,Community water system,Ground water,Clackamas,-,150,,,
OR4100340,COUNTRY ESTATES MOBILE PARK,Community water system,Ground water,Josephine,-,175,,,
OR4101284,COUNTRY GARDEN ESTATES MHP,Community water system,Ground water,Morrow,-,75,,,
OR4101182,COUNTRY GARDEN ESTATES MHP,Community water system,Ground water,Morrow,-,175,,,
OR4100378,COUNTRY HAVEN MOBILE HOME PARK,Community water system,Ground water,Washington,-,250,,,
OR4100075,COUNTRY LIVING MOBILE HOME PK,Community water system,Ground water,Gilliam,-,75,,,
OR4101380,COUNTRY LIVING MOBILE HOME PK,Community water system,Ground water,Coos,-,100,,,
OR4101045,COUNTRY SQUIRE ESTATES,Community water system,Ground water,Umatilla,-,85,,,
OR4101343,COUNTRY VIEW ESTATES W.S.,Community water system,Ground water,Lane,BOB MELTEBKE,39,,,
OR4101403,COUNTRY VIEW ESTATES WS,Community water system,Ground water,Lane,-,104,,,
OR4100808,COUNTRY VIEW MH ESTATES,Community water system,Surface water,Jackson,-,112,,,
OR4101022,COUNTRY VIEW MHP,Community water system,Ground water,Josephine,-,80,,,
OR4100793,COUNTRY VILLA MOBILE ESTATES,Community water system,Ground water,Columbia,-,112,,,
OR4100341,COUNTRY VILLAGE MOBILE ESTATES,Community water system,Ground water,Josephine,-,80,,,
OR4100010,COUNTRY VILLAGE WS-%B. SHEVACH,Community water system,Ground water,Clackamas,PORTLAND,105,,,
OR4101289,COVE ORCHARD WATER ASSOCIATION,Community water system,Surface water purchased,Yamhill,-,300,,,
OR4100433,COVE POINT CORPORATION,Community water system,Ground water,Klamath,-,21,,,
OR4100242,COVE WATER COMPANY,Community water system,Surface water,Union,CARLA CALHOUN,18,,,
OR4101243,"COVE, CITY OF",Community water system,Ground water,Union,-,550,,,
OR4190661,COVERED BRIDGE MHP,Community water system,Ground water,Jackson,-,36,,,
OR4101293,COVERED WAGON TP SOUTH WELL #2,Community water system,Ground water,Jackson,-,14,,,
OR4191126,COYOTE ROCK RV RESORT & MARINA,Community water system,Ground water,Lincoln,-,64,,,
OR4100244,CRESCENT WTR SUPPLY & IMPR DIST,Community water system,Ground water,Klamath,-,900,,,
OR4101281,CREST IMPERIAL ESTATES,Community water system,Ground water,Jackson,-,100,,,
OR4100677,CRESTVIEW APTS % V DIXON,Community water system,Ground water,Harney,VERNON DIXON,30,,,
OR4100246,"CRESWELL, CITY OF",Community water system,Surface water,Lane,-,"5,075",,,
OR4100862,CROOKED RIVER RANCH WTR CO,Community water system,Ground water,Jefferson,-,"4,000",,,
OR4100446,CROSSROADS MOBILE HOME PARK,Community water system,Ground water,Klamath,-,150,,,
OR4101009,CROWN MOBILE HOME PARK,Community water system,Ground water,Washington,-,42,,,
OR4100116,CROWN VILLA MOBILE PARK,Community water system,Surface water purchased,Josephine,-,600,,,
OR4100386,CRYSTAL SPRINGS WATER DISTRICT,Community water system,Ground water,Hood River,-,"5,000",,,
OR4101518,CSWA CHEHALEM SPRINGS,Community water system,Ground water,Yamhill,-,130,,,
